Grossular
crystal_structure 7
space_group 230
0, 0
0.01, 0
0.02, 3
0.03, 4
0.04, 5
0.05, 1
0.06, 5
0.07, 0
0.08, 5
0.09, 6
0.1, 3
0.11, 6
0.12, 9
0.13, 1
0.14, 5
0.15, 7
0.16, 6
0.17, 17
0.18, 2
0.19, 5
0.2, 8
0.21, 2
0.22, 4
0.23, 6
0.24, 10
0.25, 10
0.26, 8
0.27, 10
0.28, 3
0.29, 12
0.3, 6
0.31, 3
0.32, 3
0.33, 8
0.34, 5
0.35, 11
0.36, 2
0.37, 7
0.38, 11
0.39, 7
0.4, 3
0.41, 8
0.42, 7
0.43, 4
0.44, 1
0.45, 8
0.46, 3
0.47, 5
0.48, 5
0.49, 4
0.5, 8
0.51, 7
0.52, 3
0.53, 0
0.54, 8
0.55, 13
0.56, 6
0.57, 12
0.58, 9
0.59, 5
0.6, 8
0.61, 3
0.62, 8
0.63, 11
0.64, 9
0.65, 0
0.66, 6
0.67, 5
0.68, 7
0.69, 8
0.7, 2
0.71, 6
0.72, 2
0.73, 3
0.74, 7
0.75, 3
0.76, 4
0.77, 11
0.78, 5
0.79, 7
0.8, 10
0.81, 8
0.82, 6
0.83, 9
0.84, 10
0.85, 7
0.86, 12
0.87, 8
0.88, 10
0.89, 1
0.9, 10
0.91, 7
0.92, 5
0.93, 11
0.94, 3
0.95, 0
0.96, 1
0.97, 7
0.98, 5
0.99, 9
1, 8
1.01, 9
1.02, 5
1.03, 9
1.04, 6
1.05, 2
1.06, 5
1.07, 3
1.08, 5
1.09, 2
1.1, 1
1.11, 1
1.12, 7
1.13, 5
1.14, 4
1.15, 5
1.16, 9
1.17, 9
1.18, 6
1.19, 6
1.2, 10
1.21, 2
1.22, 1
1.23, 10
1.24, 3
1.25, 3
1.26, 5
1.27, 8
1.28, 4
1.29, 6
1.3, 8
1.31, 9
1.32, 1
1.33, 4
1.34, 12
1.35, 11
1.36, 3
1.37, 6
1.38, 6
1.39, 6
1.4, 11
1.41, 9
1.42, 11
1.43, 6
1.44, 7
1.45, 8
1.46, 4
1.47, 4
1.48, 2
1.49, 8
1.5, 6
1.51, 1
1.52, 2
1.53, 10
1.54, 2
1.55, 6
1.56, 1
1.57, 2
1.58, 8
1.59, 5
1.6, 8
1.61, 7
1.62, 7
1.63, 4
1.64, 9
1.65, 8
1.66, 7
1.67, 6
1.68, 4
1.69, 0
1.7, 1
1.71, 6
1.72, 3
1.73, 4
1.74, 8
1.75, 5
1.76, 4
1.77, 6
1.78, 8
1.79, 9
1.8, 8
1.81, 6
1.82, 3
1.83, 6
1.84, 7
1.85, 6
1.86, 7
1.87, 3
1.88, 11
1.89, 0
1.9, 6
1.91, 8
1.92, 12
1.93, 11
1.94, 10
1.95, 2
1.96, 6
1.97, 3
1.98, 4
1.99, 3
2, 10
2.01, 4
2.02, 6
2.03, 14
2.04, 8
2.05, 7
2.06, 8
2.07, 7
2.08, 5
2.09, 12
2.1, 8
2.11, 6
2.12, 11
2.13, 9
2.14, 5
2.15, 8
2.16, 8
2.17, 7
2.18, 10
2.19, 2
2.2, 2
2.21, 4
2.22, 6
2.23, 7
2.24, 2
2.25, 2
2.26, 1
2.27, 3
2.28, 2
2.29, 4
2.3, 7
2.31, 6
2.32, 9
2.33, 9
2.34, 9
2.35, 4
2.36, 11
2.37, 2
2.38, 5
2.39, 5
2.4, 5
2.41, 7
2.42, 12
2.43, 2
2.44, 3
2.45, 3
2.46, 1
2.47, 0
2.48, 2
2.49, 2
2.5, 7
2.51, 8
2.52, 8
2.53, 8
2.54, 1
2.55, 1
2.56, 6
2.57, 5
2.58, 10
2.59, 4
2.6, 4
2.61, 8
2.62, 7
2.63, 7
2.64, 6
2.65, 6
2.66, 11
2.67, 10
2.68, 2
2.69, 1
2.7, 4
2.71, 7
2.72, 9
2.73, 0
2.74, 7
2.75, 13
2.76, 5
2.77, 13
2.78, 1
2.79, 4
2.8, 2
2.81, 1
2.82, 10
2.83, 0
2.84, 8
2.85, 9
2.86, 7
2.87, 7
2.88, 9
2.89, 6
2.9, 6
2.91, 9
2.92, 9
2.93, 10
2.94, 6
2.95, 5
2.96, 5
2.97, 5
2.98, 8
2.99, 13
3, 3
3.01, 0
3.02, 5
3.03, 3
3.04, 2
3.05, 2
3.06, 8
3.07, 9
3.08, 7
3.09, 13
3.1, 0
3.11, 5
3.12, 3
3.13, 6
3.14, 3
3.15, 2
3.16, 3
3.17, 0
3.18, 2
3.19, 2
3.2, 0
3.21, 1
3.22, 1
3.23, 1
3.24, 2
3.25, 5
3.26, 6
3.27, 4
3.28, 1
3.29, 7
3.3, 6
3.31, 6
3.32, 6
3.33, 2
3.34, 8
3.35, 2
3.36, 6
3.37, 0
3.38, 1
3.39, 6
3.4, 2
3.41, 7
3.42, 3
3.43, 2
3.44, 10
3.45, 3
3.46, 8
3.47, 9
3.48, 1
3.49, 2
3.5, 4
3.51, 5
3.52, 6
3.53, 0
3.54, 8
3.55, 4
3.56, 5
3.57, 7
3.58, 8
3.59, 6
3.6, 0
3.61, 4
3.62, 7
3.63, 6
3.64, 8
3.65, 0
3.66, 16
3.67, 4
3.68, 5
3.69, 2
3.7, 4
3.71, 2
3.72, 8
3.73, 0
3.74, 2
3.75, 9
3.76, 8
3.77, 5
3.78, 7
3.79, 2
3.8, 5
3.81, 0
3.82, 9
3.83, 7
3.84, 1
3.85, 3
3.86, 2
3.87, 8
3.88, 2
3.89, 5
3.9, 4
3.91, 0
3.92, 3
3.93, 0
3.94, 0
3.95, 0
3.96, 7
3.97, 11
3.98, 4
3.99, 5
4, 4
4.01, 7
4.02, 7
4.03, 5
4.04, 6
4.05, 2
4.06, 5
4.07, 3
4.08, 0
4.09, 2
4.1, 14
4.11, 2
4.12, 10
4.13, 1
4.14, 10
4.15, 8
4.16, 2
4.17, 2
4.18, 8
4.19, 0
4.2, 8
4.21, 6
4.22, 1
4.23, 11
4.24, 3
4.25, 1
4.26, 3
4.27, 7
4.28, 1
4.29, 7
4.3, 0
4.31, 7
4.32, 0
4.33, 10
4.34, 0
4.35, 4
4.36, 7
4.37, 4
4.38, 7
4.39, 7
4.4, 6
4.41, 0
4.42, 8
4.43, 11
4.44, 2
4.45, 7
4.46, 3
4.47, 8
4.48, 4
4.49, 7
4.5, 2
4.51, 2
4.52, 4
4.53, 2
4.54, 10
4.55, 4
4.56, 7
4.57, 8
4.58, 0
4.59, 6
4.6, 12
4.61, 3
4.62, 3
4.63, 8
4.64, 9
4.65, 9
4.66, 6
4.67, 2
4.68, 6
4.69, 2
4.7, 2
4.71, 9
4.72, 0
4.73, 13
4.74, 3
4.75, 10
4.76, 4
4.77, 2
4.78, 5
4.79, 1
4.8, 7
4.81, 6
4.82, 3
4.83, 2
4.84, 7
4.85, 2
4.86, 2
4.87, 1
4.88, 6
4.89, 0
4.9, 14
4.91, 5
4.92, 10
4.93, 5
4.94, 5
4.95, 11
4.96, 7
4.97, 10
4.98, 7
4.99, 3
5, 5
5.01, 7
5.02, 5
5.03, 3
5.04, 7
5.05, 3
5.06, 4
5.07, 4
5.08, 7
5.09, 2
5.1, 5
5.11, 2
5.12, 4
5.13, 5
5.14, 9
5.15, 11
5.16, 6
5.17, 8
5.18, 1
5.19, 6
5.2, 5
5.21, 2
5.22, 6
5.23, 3
5.24, 6
5.25, 9
5.26, 10
5.27, 4
5.28, 2
5.29, 6
5.3, 1
5.31, 4
5.32, 4
